Competitor;100m_dev;Long_Jump_dev;Shot_Put_dev;High_Jump_dev;400m_dev;Discus_Throw_dev;Pole_Vault_dev;Javelin_Throw_dev;1500m_dev
Chris Helwick;-0.666295036;-0.49731803;-0.101378665;0.235880754;-0.215880066;0.4385413;0.632930504;1.47897273;1.127227949
Akihiko Nakamura;1.140188982;0.6183247;-1.335473333;0.33441059;0.956326271;-1.307500067;0.430072777;-0.856680073;1.127227949
Boris Kawohl;-0.640488122;-0.103561772;-0.532147559;-0.158238589;0.420104223;0.29842687;0.430072777;0.399469334;1.127227949
Hamdi Dhouibi;0.198236601;0.826140502;-0.799922817;0.235880754;1.405256357;-2.590086011;0.842550155;-1.04313975;1.127227949
Lars Warming;-0.085639459;-0.49731803;-0.345869118;-0.059708753;0.943855991;0.018198008;0.22721505;-1.259040429;1.127227949
Isaac Murphy;0.985347495;-0.234813858;-0.718425999;-0.650887768;0.956326271;-0.359033152;0.430072777;-1.259040429;1.127227949
Daniel Gooris;-0.563067378;-0.748884528;-0.03152425;-0.158238589;-0.714691273;-0.218918721;1.369980246;-0.680034062;1.127227949
Franck Logel;0.056298571;0.10425403;-1.032770867;-0.749417603;0.931385711;-0.714708245;0.632930504;-1.180531091;1.127227949
Stefan Schneider;-0.588874292;0.290194485;-0.90470444;0.531470262;-0.328112588;-0.45603545;0.024357323;-0.150096031;1.127227949
Travis Geopfert;0.236946973;0.191755421;0.434171851;-0.935529516;0.594688146;0.212202605;-0.563930086;-0.307114707;1.127227949
Nadir El Fassi;-0.330805147;-0.026998056;-0.578717169;0.432940426;-0.440345109;-0.671596112;0.024357323;-0.169723366;1.127227949
Quentin Jammier;-1.4017921;-1.033264047;0.375959839;-0.158238589;-0.116117825;-0.240474787;0.328643913;0.27189166;1.127227949
Wolf Mahler;0.611147234;-1.38326961;-1.370400541;-0.935529516;1.56737;-0.757820378;0.632930504;-0.895934741;1.127227949
FrÇdÇric Xhonneux;-1.68566816;-0.333252923;-0.753353207;0.739477693;0.245520301;-0.930268908;0.22721505;-0.709475064;1.127227949
Phil McMullen;-2.188902994;-2.127031429;0.189681398;-1.121641428;-0.565047911;1.796573476;0.673502049;-0.169723366;1.127227949
Indrek Kaseorg;-0.859846895;0.563636331;-0.497220351;0.838007529;0.681980107;-0.359033152;-5.317562824;0.73313402;1.127227949
Nadir El Fassi;-0.640488122;0.10425403;-1.23069171;-0.552357932;-0.627399312;-1.598506962;-0.374596207;-1.082394419;1.127227949
Philipp Huber;-0.446936262;-0.781697549;-1.265618918;-1.690924923;0.19563918;-1.566172863;-0.17173848;-1.072580752;1.127227949
Johannes KÅnz;-0.717908865;-0.902011961;-1.510109371;-1.406283175;0.145758059;-0.165028555;-0.949359767;-1.631959784;1.127227949
Milan Kohout;-0.834039981;-1.766088193;-2.476428781;0.137350919;-0.702220993;-2.514639779;0.024357323;-1.445500107;1.127227949
Walter Meier;0.004684742;-0.333252923;0.154754191;-1.318701099;0.420104223;1.451676415;-5.317562824;-1.102021753;1.127227949
Walter Tschudi;0.572436862;-1.109827764;-0.392438728;-2.512006888;0.781742348;-1.620063028;-5.317562824;-1.357177102;1.127227949
Roman ?ebrle;1.346644298;2.56523064;0.98136477;1.560559658;1.205731875;1.257671819;0.430072777;1.891146754;1.067252942
Jurgen Hingsen;0.662761063;1.952720906;1.796332947;1.560559658;0.607158426;1.36545215;0.024357323;1.027544037;1.067252942
Michael Schrader;1.346644298;2.401165533;0.271178216;-0.256768425;0.070936378;0.179868505;0.842550155;0.978475701;1.067252942
JÅrgen Hingsen;0.262753887;1.099582348;1.121073601;1.867096925;1.018677672;0.546321632;0.430072777;0.44853767;1.067252942
Ashton Eaton;2.159562106;1.985533928;-0.962916452;0.531470262;2.141002888;-0.121916423;0.22721505;-0.483760717;1.067252942
Leonel Su†rez;-0.111446373;0.158942399;-0.12466347;1.768567089;0.89397487;-0.003358058;0.430072777;1.861705752;1.067252942
Michael Schrader;0.933733665;1.460525584;0.259535813;-0.158238589;1.61725112;0.513987532;0.024357323;0.693879351;1.067252942
Willem Coertzen;0.314367716;0.771452133;0.131469386;0.640947857;0.644569266;0.567877698;0.024357323;1.635991406;1.067252942
Kevin MaIer;0.172429686;1.241772108;0.713589512;0.739477693;0.1831689;0.578655731;0.632930504;0.389655667;1.067252942
Dezs? Szab¢;0.146622772;0.913641893;-0.450650741;0.838007529;1.529959159;-0.703930212;1.261789458;0.144313986;1.067252942
Eelco Sintnicolaas;0.753085264;0.6183247;0.259535813;-0.552357932;0.657039547;-0.111138389;1.59988567;0.311146329;1.067252942
Arthur Abele;0.662761063;0.005814966;-0.2643723;0.33441059;0.731861228;-0.218918721;0.22721505;1.155121711;1.067252942
Attila Zsiv¢czky-Pandel;0.262753887;0.060503335;0.469099059;1.560559658;0.594688146;0.98822099;-0.17173848;0.468165005;1.067252942
Hans van Alphen;-0.421129348;0.749576786;0.783443927;-0.453828096;0.482455624;0.309204903;0.024357323;1.30232672;1.067252942
Oleksiy Kasyanov;1.320837384;1.482400932;0.597165487;0.432940426;1.405256357;-0.509925615;-0.374596207;-1.111835421;1.067252942
Hans van Alphen;0.004684742;0.880828872;-0.427365936;0.33441059;0.145758059;0.901996725;-0.252881571;0.507419674;1.067252942
Christian Gugler;-0.937267639;-0.311377575;-0.683498792;0.640947857;-0.053766424;0.567877698;0.430072777;1.606550404;1.067252942
S†ndor Munk†csi;0.469209204;0.060503335;-0.706783597;0.531470262;0.731861228;-0.42370135;0.430072777;-0.169723366;1.067252942
Philipp Huber;0.430498832;0.344882854;0.387602241;-0.83699968;0.993737111;-0.057248224;0.22721505;0.105059317;1.067252942
Chris Helwick;0.469209204;-0.103561772;-0.252729898;0.432940426;-0.041296144;0.309204903;0.470644322;0.674252017;1.067252942
Norman MÅller;0.095008943;0.344882854;0.620450292;0.33441059;0.23305002;-0.757820378;0.348929686;0.183568655;1.067252942
Florian Geffrouais;-0.188867117;-0.442629661;1.202570418;-0.453828096;-0.016355583;0.675658029;0.024357323;0.527047008;1.067252942
Nadir El Fassi;0.236946973;1.077707;-0.636929181;-0.256768425;-0.028825863;0.287648837;0.22721505;-0.238419037;1.067252942
Philipp Huber;-0.782426152;-0.12543712;-0.019881847;-0.83699968;0.108347219;0.751104261;0.22721505;0.811643358;1.067252942
FrÇdÇric Xhonneux;-0.640488122;0.027690313;-0.602001974;-0.158238589;0.045995818;0.179868505;0.632930504;0.360214665;1.067252942
Beat Gahwiler;-0.111446373;-0.289502227;0.143111788;-0.256768425;0.357752822;-0.42370135;0.024357323;0.929407365;1.067252942
‡scar Gonz†lez;-0.446936262;0.880828872;-0.776638012;1.144544796;0.445044783;-0.402145284;-0.17173848;-1.052953417;1.067252942
Mateo Sossah;-0.963074553;0.268319138;-0.322584313;0.739477693;0.22057974;0.524765566;-0.665358949;-0.022518357;1.067252942
Daisuke Ikeda;-0.163060203;-0.202000837;-0.369153923;-0.935529516;0.320341982;-0.563815781;0.024357323;0.939221032;1.067252942
Boris Kawohl;-1.053398754;-0.72700918;-0.508862754;-0.059708753;0.469985344;0.4385413;0.430072777;-0.140282364;1.067252942
Kun-woo Kim;-0.472743177;0.432384245;-0.485577949;-0.552357932;0.19563918;-0.348255118;0.842550155;-0.640779393;1.067252942
Gaâl QuÇrin;-0.227577489;-0.048873403;-0.602001974;-0.650887768;0.544807025;-1.199719736;0.348929686;-0.768357067;1.067252942
Cecko Mitrakiyev;-0.472743177;-0.158250141;0.143111788;-0.059708753;-0.390463989;-0.28358692;-0.374596207;0.124686651;1.067252942
Marcus Nilsson;-0.963074553;-1.164516133;0.06161497;-0.650887768;-0.989037437;-0.057248224;0.490930095;0.330773663;1.067252942
Johannes Schwuchow;-0.88565381;-0.880136614;-0.322584313;0.235880754;0.270460861;-0.606927914;0.024357323;-1.121649088;1.067252942
Andre Rîttger;-0.692101951;0.47613494;-1.347115736;-0.453828096;0.332812262;-1.210497769;-0.563930086;0.90978003;1.067252942
James Turner;0.314367716;-0.103561772;-0.730068402;-1.318701099;0.445044783;-1.307500067;-0.563930086;0.262077993;1.067252942
Quentin Jammier;-1.608247417;-0.595757094;-0.229445093;-0.256768425;0.095876938;-0.714708245;-0.17173848;-0.01270469;1.067252942
Kaj Ekman;-0.279191318;-1.656711455;-1.13755249;-0.158238589;0.420104223;-0.315921019;-1.138693646;-0.091214028;1.067252942
Christer Holger;-0.330805147;0.10425403;-1.696387812;-0.83699968;-0.116117825;-2.536195845;-0.374596207;-1.160903757;1.067252942
Denis Zavyalov;-1.775992361;-1.055139395;-1.603248591;-0.749417603;-0.141058385;-1.102717438;-0.17173848;-1.828233129;1.067252942
Manfred Huber;-1.375985186;-1.962966322;-2.092229498;-2.512006888;-0.614929032;-2.148186652;-2.572221584;-0.915562076;1.067252942
Suat Jegeni;-2.163096079;-2.258283515;-2.19701112;-2.512006888;-1.974189572;-1.544616796;-1.693171433;-2.387612162;1.067252942
Dean Macey;0.843409465;1.624590691;0.480741461;1.243074631;2.053710927;0.244536704;0.430072777;0.438724003;1.015845792
Attila Zsiv¢czky-Pandel;1.346644298;0.191755421;1.260782431;2.184581951;0.993737111;0.751104261;0.125786186;0.90978003;1.015845792
Frank Busemann;0.985347495;2.040222297;0.387602241;0.640947857;0.557277305;0.309204903;0.943979019;0.792016023;1.015845792
Christian Plaziat;1.230513183;1.624590691;0.084899775;1.451082063;1.180791314;0.222980638;0.632930504;-0.738916066;1.015845792
Hans van Alphen;0.146622772;1.263647455;1.097788795;0.838007529;0.370223102;1.333118051;0.430072777;0.634997348;1.015845792
Michael Schrader;1.230513183;1.318335824;0.259535813;-0.256768425;0.943855991;-0.035692157;0.842550155;0.595742679;1.015845792
Christian Schenk;-0.395322433;1.241772108;0.806728732;2.086052115;0.544807025;0.341539002;-0.17173848;0.949034699;1.015845792
Oleksiy Kasyanov;1.075671695;1.515213953;0.969722368;0.33441059;0.706920667;0.395429168;0.470644322;-1.121649088;1.015845792
Leonel Su†rez;-0.692101951;-0.825448245;0.003402958;1.243074631;0.282931141;0.535543599;0.551787413;2.165929437;1.015845792
Attila Zsiv¢czky-Pandel;0.004684742;-0.442629661;0.725231915;0.936537365;0.706920667;1.149891487;0.430072777;1.253258384;1.015845792
Daley Thompson;1.191802811;2.062097644;0.527311072;0.739477693;1.218202155;0.276870803;-0.760025889;0.350400998;1.015845792
Mustafa Abdur-Rahim;1.049864781;0.727701438;0.038330165;-0.83699968;1.218202155;1.096001322;-0.077071541;-0.385624045;1.015845792
Grigoriy Degtyaryev;0.095008943;0.137067052;0.701947109;0.33441059;-0.016355583;1.57023478;0.024357323;-0.042145692;1.015845792
Hans van Alphen;-0.111446373;0.399571223;0.620450292;-0.35529826;0.332812262;0.64332393;-0.056785768;0.949034699;1.015845792
Philipp Huber;0.469209204;-0.12543712;0.341032631;-1.121641428;1.155850754;0.524765566;0.632930504;0.173754987;1.015845792
Florian Geffrouais;0.288560802;0.213630768;0.550595877;-0.059708753;0.1831689;0.179868505;0.22721505;0.693879351;1.015845792
Hans van Alphen;-0.021122173;0.47613494;0.515668669;-0.83699968;0.769272068;0.449319334;-0.563930086;1.233631049;1.015845792
Vitaliy Smirnov;0.611147234;-0.256689206;-0.054809055;-0.256768425;0.420104223;0.039754074;0.22721505;0.517233341;1.015845792
Ulf Behrendt;0.314367716;-0.048873403;1.400491261;-0.059708753;0.956326271;1.128335421;-0.760025889;0.075618315;1.015845792
Kevin MaIer;-0.614681207;0.005814966;0.073257373;0.838007529;0.619628706;-0.240474787;0.22721505;0.742947687;1.015845792
Mustafa Abdur-Rahim;1.462775413;-0.070748751;0.224608606;-0.935529516;0.706920667;0.4385413;-0.273167344;0.16394132;1.015845792
Phil McMullen;-1.079205669;-1.055139395;1.132716003;-0.453828096;-0.215880066;1.71034921;0.842550155;-0.58189739;1.015845792
Phil McMullen;-0.859846895;-0.825448245;0.667019902;-0.552357932;-0.253290907;2.098358403;0.632930504;-0.797798069;1.015845792
Yuriy Kutsenko;0.236946973;0.191755421;0.620450292;0.137350919;0.345282542;0.330760969;-0.374596207;0.046177313;1.015845792
Bevan Hart;-0.227577489;-0.387941292;-0.229445093;-0.552357932;0.744331508;-0.477591516;1.687790685;-0.837052738;1.015845792
JÇrÇmy LeliÇvre;0.662761063;-0.781697549;0.597165487;-0.749417603;1.180791314;0.460097367;-0.17173848;-0.93518941;1.015845792
Chris Helwick;-0.304998233;0.082378683;-0.322584313;0.038821083;-0.303172027;0.222980638;0.430072777;-0.356183043;1.015845792
Phil McMullen;-1.479212844;-0.934824983;0.445814254;-0.158238589;-0.178469226;1.182225587;0.673502049;-0.738916066;1.015845792
Edgars Erin?;0.378885003;0.027690313;-0.485577949;-0.749417603;1.155850754;0.330760969;-0.563930086;-0.415065047;1.015845792
Marco Rossi;0.469209204;-0.311377575;-0.101378665;-0.059708753;0.420104223;0.018198008;-0.563930086;-0.895934741;1.015845792
Dirk-Achim Pajonk;0.495016118;0.158942399;0.038330165;-0.059708753;0.058466098;-0.218918721;-0.374596207;-0.748729733;1.015845792
Beat GÑhwiler;-0.963074553;0.082378683;-0.12466347;-0.935529516;-0.240820627;0.018198008;0.22721505;-0.091214028;1.015845792
Quentin Jammier;-1.45340593;-0.048873403;0.10818458;0.531470262;-0.677280433;-0.057248224;0.024357323;-0.12065503;1.015845792
µlvaro Contreras;-1.182433327;0.530823309;-0.555432364;1.243074631;0.432574503;-1.684731227;-0.17173848;-0.002891023;1.015845792
Nadir El Fassi;0.095008943;0.137067052;-0.2643723;0.038821083;-0.402934269;-0.844044643;-0.760025889;-0.101027695;1.015845792
Manfred Bock;0.869216379;-0.541068725;-0.497220351;-1.034059351;0.719390947;-0.617705947;-1.328027525;0.772388689;1.015845792
Ingmar Vos;0.288560802;-0.803572897;-0.567074766;-0.059708753;-0.091177264;-0.941046941;-1.138693646;0.73313402;1.015845792
Johannes Schwuchow;-0.859846895;-0.158250141;-0.799922817;0.739477693;0.382693383;-0.811710543;-0.17173848;-1.592705115;1.015845792
Nathanael Franks;-0.085639459;-0.256689206;-0.415723533;0.038821083;0.357752822;-0.434479383;-0.665358949;-0.837052738;1.015845792
Ji?° Ryba;-0.782426152;-0.333252923;-0.823207622;0.531470262;-0.041296144;-0.725486278;-0.374596207;-0.7585434;1.015845792
Edward de Noorlander;-0.808233066;-0.595757094;0.026687763;0.432940426;-0.377993708;-0.305142986;-0.760025889;-1.190344759;1.015845792
Bruno Carton-Delcourt;-1.479212844;-0.409816639;-0.706783597;0.33441059;-0.677280433;-0.703930212;0.22721505;-1.141276422;1.015845792
Daley Thompson;1.733748016;1.701154408;1.062861588;0.640947857;1.61725112;0.707992129;0.842550155;0.90978003;0.955870785
Ashton Eaton;2.288596679;1.701154408;0.131469386;0.838007529;2.091121767;-0.154250522;0.943979019;-0.179537033;0.955870785
Kevin MaIer;0.004684742;1.296460477;0.853298342;0.432940426;0.345282542;0.503209499;1.261789458;0.978475701;0.955870785
Leonel Su†rez;0.095008943;0.432384245;0.422529449;0.838007529;0.382693383;0.880440659;0.842550155;1.734128078;0.955870785
Siegfried Stark;-0.563067378;0.377695876;1.260782431;0.640947857;0.619628706;1.419342316;0.842550155;1.47897273;0.955870785
Frank Busemann;0.469209204;0.880828872;0.620450292;0.432940426;0.519866465;-0.024914124;0.842550155;0.497606006;0.955870785
Aleksandr Grebenyuk;0.236946973;-0.595757094;1.412133664;0.432940426;0.544807025;1.36545215;-0.17173848;1.528041066;0.955870785
Leonel Su†rez;0.095008943;0.432384245;0.178038996;-0.650887768;0.943855991;0.912774758;0.632930504;1.665432408;0.955870785
Paul Terek;0.353078088;0.268319138;1.016291978;0.432940426;0.632098986;1.548678713;1.261789458;-0.395437712;0.955870785
Willem Coertzen;-0.227577489;0.804265155;-0.066451457;0.739477693;0.245520301;0.26609277;0.085214641;1.410277059;0.955870785
Laurent Hernu;0.378885003;0.060503335;0.504026266;0.640947857;0.644569266;0.546321632;0.430072777;0.055990981;0.955870785
Siegfried Stark;-0.188867117;0.344882854;0.783443927;-0.158238589;0.145758059;0.492431466;0.632930504;1.724314411;0.955870785
Eduard Mikhan;0.95954058;0.99020561;0.026687763;-0.158238589;1.068558793;0.503209499;0.024357323;-0.042145692;0.955870785
Aliaksandr Parkhomenka;-0.782426152;0.10425403;1.563484897;-0.453828096;0.008584977;-0.014136091;0.430072777;1.410277059;0.955870785
Marcus Nilsson;-0.330805147;-0.070748751;0.690304707;-0.059708753;-0.116117825;1.311561984;0.430072777;0.379841999;0.955870785
Daniel Awde;0.662761063;0.804265155;-0.194517885;-0.552357932;1.60478084;0.136756373;0.22721505;-0.415065047;0.955870785
Eugäne Martineau;0.146622772;0.530823309;-0.194517885;0.33441059;0.731861228;-0.488369549;0.632930504;0.998103035;0.955870785
Pascal Behrenbruch;0.004684742;-0.464505009;0.74851672;0.33441059;0.607158426;0.201424571;0.024357323;0.517233341;0.955870785
AndrÇ Niklaus;-0.163060203;0.432384245;-0.07809386;-0.453828096;0.544807025;-0.100360356;1.261789458;-0.513201719;0.955870785
Trond Hõiby;-0.563067378;-0.902011961;0.259535813;-0.453828096;0.095876938;1.009777057;0.247500822;1.900960421;0.955870785
Dakotah Keys;-0.085639459;0.749576786;-0.21780269;1.144544796;-0.639869592;-1.124273504;0.53150164;0.723320353;0.955870785
Guido Kratschmer;0.236946973;0.24644379;0.585523084;-0.552357932;0.457515064;0.341539002;-0.563930086;0.615370013;0.955870785
Andrei Krauchanka;-0.111446373;0.454259593;-0.799922817;1.560559658;0.507396184;-0.348255118;0.024357323;-0.375810378;0.955870785
Franáois Gourmet;0.985347495;0.137067052;0.259535813;-0.935529516;0.519866465;-0.553037748;0.53150164;0.085431982;0.955870785
Stephen Harris;1.436968499;-0.180125489;-1.102625283;0.936537365;0.86903431;-0.822488576;-0.273167344;0.144313986;0.955870785
Indrek Kaseorg;-0.304998233;-0.234813858;0.341032631;-0.552357932;0.544807025;-0.28358692;-0.17173848;0.850898027;0.955870785
Jukka VÑkevÑinen;-0.046929087;0.454259593;-0.450650741;0.235880754;0.943855991;-0.844044643;0.328643913;0.036363646;0.955870785
Lars Warming;-0.021122173;0.47613494;-0.17123308;-0.059708753;1.006207392;-0.466813483;0.430072777;-1.04313975;0.955870785
Fedir Laukhin;-0.446936262;0.213630768;-0.578717169;1.243074631;0.108347219;-0.62848398;0.430072777;0.036363646;0.955870785
Florian Geffrouais;-0.163060203;-0.72700918;0.643735097;-0.158238589;0.370223102;0.104422273;0.024357323;0.301332662;0.955870785
Mateo Sossah;-1.608247417;0.268319138;-0.194517885;1.243074631;0.345282542;0.697214096;-0.949359767;0.419096668;0.955870785
Ji?° Ryba;0.004684742;0.158942399;-0.2643723;0.936537365;0.731861228;-0.488369549;0.024357323;-1.072580752;0.955870785
Jan PodebradskÏ;-0.356612062;-0.289502227;0.375959839;-0.453828096;1.018677672;1.128335421;-0.374596207;-0.385624045;0.955870785
Attila Zsiv¢czky-Pandel;-0.472743177;-1.558272391;0.154754191;2.184581951;0.120817499;-0.014136091;-0.17173848;0.811643358;0.955870785
Wesley Bray;0.146622772;0.530823309;-1.125910088;-0.35529826;0.158228339;-0.445257417;0.450358549;0.016736312;0.955870785
Mihail Duda?;0.353078088;0.290194485;-0.846492427;0.33441059;1.155850754;-0.574593814;0.024357323;-0.640779393;0.955870785
Mustafa Abdur-Rahim;0.636954148;-0.311377575;0.74851672;-0.453828096;0.544807025;0.039754074;-0.563930086;-0.40525138;0.955870785
Fabian Rosenquist;0.262753887;0.47613494;-1.172479698;0.432940426;0.357752822;-0.305142986;0.430072777;-0.738916066;0.955870785
Nadir El Fassi;-0.253384403;0.323007507;-0.834850024;0.432940426;-0.253290907;-0.434479383;0.430072777;-0.208978035;0.955870785
Eduard Mikhan;0.004684742;0.508947962;-0.252729898;-0.552357932;0.756801788;-0.197362655;0.024357323;-0.699661397;0.955870785
Damjan Sitar;0.095008943;0.191755421;-0.730068402;0.531470262;-0.016355583;0.255314737;-0.17173848;-1.710469122;0.955870785
Hans-Joachim HÑberle;0.095008943;-0.026998056;-0.159590678;-0.935529516;0.532336745;0.115200306;-0.563930086;0.585929011;0.955870785
Clifford Caines;-0.356612062;-2.127031429;0.073257373;0.838007529;-0.365523428;0.136756373;0.22721505;0.134500319;0.955870785
Moritz Cleve;-0.472743177;-0.880136614;0.06161497;-0.83699968;0.083406658;-0.671596112;0.22721505;-0.572083723;0.955870785
Marc Magrans;0.262753887;0.191755421;-0.834850024;-0.650887768;0.170698619;-1.081161372;0.22721505;-0.621152059;0.955870785
FrÇdÇric Xhonneux;-1.956640763;-0.95670033;-0.054809055;0.038821083;0.158228339;-0.779376444;0.328643913;0.154127653;0.955870785
